Account_name,SenderCity,ReceiverCity,ServiceType,LeggingCost,Carrier_name
102.0,424.0,245.0,2,32.39,booth's transport (si) ltd
113.0,49.0,169.0,8,263.92,stl linehaul
120.0,424.0,367.0,2,30.0,booth's transport (si) ltd
99.0,97.0,424.0,2,55.0,mainstream nz ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,453.0,221.0,3,155.0,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
116.0,424.0,516.0,2,36.08,booth's transport (si) ltd
132.0,49.0,49.0,5,24.25,cargo plus ltd
162.0,49.0,453.0,8,77.48,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
103.0,112.0,424.0,2,32.39,booth's transport (si) ltd
106.0,49.0,454.0,8,140.4,stl linehaul
106.0,49.0,454.0,8,58.28,booth's transport (si) ltd
175.0,49.0,113.0,8,2305.0,stl linehaul
167.0,25.0,167.0,2,127.1,mainstream nz ltd
132.0,49.0,310.0,8,47.16,stl linehaul
132.0,49.0,453.0,8,48.57,stl linehaul
183.0,49.0,424.0,2,61.88,bascik transport
182.0,49.0,424.0,2,742.35,bascik transport
95.0,220.0,49.0,2,52.23,mainstream nz ltd
132.0,49.0,220.0,8,175.13,stl linehaul
132.0,49.0,469.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,30.9,cargo plus ltd
153.0,424.0,488.0,2,61.92,booth's transport (si) ltd
150.0,49.0,453.0,2,63.66,stl linehaul
167.0,25.0,351.0,2,180.7,mainstream nz ltd
16.0,49.0,86.0,2,448.85,bascik transport
187.0,49.0,505.0,8,45.32,stl linehaul
109.0,424.0,281.0,7,557.32,t&g transport
132.0,49.0,218.0,8,88.25,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
102.0,424.0,280.0,2,30.0,booth's transport (si) ltd
162.0,49.0,32.0,8,57.75,stl linehaul
113.0,221.0,491.0,2,61.99,mainstream nz ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
179.0,49.0,350.0,2,581.56,bascik transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
98.0,49.0,453.0,8,101.31,stl linehaul
84.0,49.0,25.0,2,94.47,cargo plus ltd
27.0,49.0,245.0,2,350.36,bascik transport
102.0,424.0,424.0,5,23.81,lk transport store rite logistics
72.0,49.0,49.0,5,16.3,cargo plus ltd
154.0,49.0,16.0,8,80.3,stl linehaul
102.0,424.0,516.0,2,51.61,booth's transport (si) ltd
115.0,453.0,245.0,7,75.26,t&g transport
132.0,49.0,203.0,8,59.09,stl linehaul
167.0,25.0,434.0,2,85.19,bascik transport
179.0,49.0,281.0,2,35.0,freightplus ltd
153.0,424.0,108.0,2,30.84,booth's transport (si) ltd
116.0,424.0,453.0,8,96.4,stl linehaul
132.0,49.0,220.0,8,102.72,stl linehaul
147.0,49.0,445.0,8,39.87,stl linehaul
93.0,49.0,220.0,8,45.42,stl linehaul
154.0,49.0,281.0,8,44.55,mainstream nz ltd
142.0,49.0,253.0,8,353.68,stl linehaul
109.0,424.0,281.0,7,400.44,t&g transport
132.0,49.0,453.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,28.35,cargo plus ltd
132.0,49.0,220.0,8,48.57,stl linehaul
170.0,49.0,424.0,2,126.73,bascik transport
132.0,49.0,281.0,20,1133.0,stl linehaul
132.0,49.0,453.0,8,246.94,stl linehaul
162.0,49.0,293.0,8,460.27,stl linehaul
132.0,191.0,49.0,8,48.57,stl linehaul
179.0,49.0,253.0,2,188.58,mainstream nz ltd
132.0,49.0,220.0,8,48.57,stl linehaul
153.0,424.0,80.0,2,32.39,booth's transport (si) ltd
103.0,381.0,424.0,2,36.08,booth's transport (si) ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
187.0,49.0,253.0,8,56.92,stl linehaul
103.0,280.0,424.0,2,32.39,booth's transport (si) ltd
106.0,49.0,445.0,8,149.68,stl linehaul
132.0,49.0,453.0,8,61.75,stl linehaul
132.0,49.0,344.0,8,48.57,stl linehaul
187.0,49.0,86.0,2,84.58,booth's transport (si) ltd
187.0,49.0,86.0,2,173.35,stl linehaul
89.0,49.0,170.0,2,121.89,mainstream nz ltd
112.0,253.0,49.0,2,46.63,mainstream nz ltd
132.0,49.0,49.0,8,34.77,cargo plus ltd
71.0,49.0,236.0,8,1065.0,stl linehaul
132.0,49.0,469.0,8,48.57,stl linehaul
153.0,424.0,174.0,2,40.97,booth's transport (si) ltd
132.0,49.0,218.0,8,48.57,stl linehaul
123.0,49.0,280.0,8,180.76,stl linehaul
123.0,49.0,280.0,8,97.9,booth's transport (si) ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
132.0,49.0,1.0,8,41.92,stl linehaul
132.0,49.0,445.0,8,174.89,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,191.0,49.0,8,48.57,stl linehaul
90.0,49.0,80.0,8,147.6,stl linehaul
90.0,49.0,80.0,8,100.37,booth's transport (si) ltd
182.0,49.0,424.0,2,390.27,bascik transport
132.0,49.0,153.0,8,47.16,stl linehaul
115.0,245.0,424.0,7,140.0,t&g transport
132.0,49.0,153.0,8,48.57,stl linehaul
187.0,49.0,424.0,8,166.86,stl linehaul
93.0,49.0,241.0,2,478.93,bascik transport
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,49.0,49.0,5,113.4,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
66.0,49.0,424.0,2,129.55,bascik transport
167.0,25.0,161.0,2,330.0,mainstream nz ltd
115.0,245.0,453.0,7,75.26,t&g transport
132.0,49.0,49.0,5,56.7,cargo plus ltd
132.0,49.0,49.0,5,32.86,cargo plus ltd
187.0,49.0,253.0,8,110.29,stl linehaul
35.0,49.0,55.0,2,165.0,freightplus ltd
112.0,49.0,453.0,8,34.61,stl linehaul
114.0,49.0,381.0,2,584.48,bascik transport
132.0,49.0,310.0,8,48.57,stl linehaul
132.0,49.0,445.0,8,65.1,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,29.34,cargo plus ltd
132.0,49.0,49.0,5,22.89,cargo plus ltd
66.0,424.0,270.0,8,63.38,mainstream nz ltd
23.0,49.0,281.0,8,620.9,stl linehaul
123.0,49.0,459.0,8,51.19,stl linehaul
132.0,191.0,164.0,20,27.81,stl linehaul
159.0,49.0,424.0,2,650.53,bascik transport
132.0,49.0,220.0,8,48.83,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
116.0,424.0,113.0,2,118.19,booth's transport (si) ltd
167.0,25.0,161.0,2,152.0,mainstream nz ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,269.0,8,47.16,stl linehaul
146.0,49.0,33.0,8,145.8,stl linehaul
22.0,424.0,167.0,5,24.33,lk transport store rite logistics
132.0,49.0,191.0,8,50.96,stl linehaul
132.0,49.0,160.0,8,86.46,stl linehaul
132.0,49.0,49.0,5,189.08,cargo plus ltd
132.0,187.0,290.0,19,300.0,stl linehaul
132.0,49.0,50.0,16,495.0,freightplus ltd
132.0,49.0,220.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,27.78,cargo plus ltd
123.0,49.0,283.0,8,48.74,stl linehaul
27.0,49.0,344.0,8,92.7,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,3,600.0,freightplus ltd
23.0,49.0,281.0,8,34.61,stl linehaul
47.0,25.0,424.0,2,344.01,bascik transport
6.0,424.0,49.0,2,324.6,linfox
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,218.0,8,234.98,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
162.0,49.0,281.0,8,249.32,stl linehaul
162.0,49.0,191.0,8,33.6,stl linehaul
118.0,424.0,424.0,5,41.99,lk transport store rite logistics
183.0,49.0,424.0,2,57.73,bascik transport
182.0,49.0,191.0,8,126.56,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
162.0,49.0,424.0,8,1121.67,stl linehaul
132.0,49.0,453.0,8,47.16,stl linehaul
132.0,153.0,49.0,8,192.76,stl linehaul
102.0,424.0,424.0,5,36.09,combined freightlines
106.0,49.0,245.0,8,117.0,stl linehaul
106.0,49.0,245.0,8,36.2,booth's transport (si) ltd
132.0,49.0,453.0,8,81.92,stl linehaul
109.0,424.0,281.0,7,400.44,t&g transport
16.0,49.0,424.0,5,350.0,stl linehaul
71.0,49.0,1.0,2,282.64,stl linehaul
132.0,49.0,445.0,8,134.08,stl linehaul
132.0,49.0,153.0,8,166.41,stl linehaul
182.0,49.0,253.0,8,33.6,stl linehaul
132.0,49.0,49.0,5,34.78,cargo plus ltd
118.0,424.0,49.0,2,245.37,bascik transport
132.0,49.0,453.0,8,48.57,stl linehaul
166.0,424.0,49.0,2,141.57,linfox
115.0,424.0,245.0,7,72.1,t&g transport
182.0,49.0,245.0,2,195.43,bascik transport
103.0,234.0,424.0,2,54.53,booth's transport (si) ltd
113.0,49.0,491.0,8,45.5,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
155.0,49.0,49.0,5,15.75,cargo plus ltd
139.0,49.0,49.0,3,247.5,angel transport
132.0,49.0,453.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
115.0,245.0,424.0,7,72.1,t&g transport
112.0,49.0,453.0,8,71.15,stl linehaul
132.0,49.0,445.0,8,174.89,stl linehaul
112.0,191.0,49.0,8,284.44,stl linehaul
183.0,49.0,424.0,2,60.68,bascik transport
162.0,49.0,49.0,5,16.3,cargo plus ltd
4.0,424.0,49.0,2,177.94,bascik transport
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,49.0,221.0,8,118.72,stl linehaul
132.0,49.0,203.0,8,48.57,stl linehaul
132.0,49.0,49.0,8,34.77,cargo plus ltd
153.0,424.0,381.0,2,30.0,booth's transport (si) ltd
162.0,49.0,424.0,8,83.43,stl linehaul
59.0,49.0,424.0,2,74.55,bascik transport
153.0,424.0,80.0,2,32.39,booth's transport (si) ltd
123.0,49.0,363.0,8,59.48,stl linehaul
182.0,49.0,49.0,10,426.25,cv compton ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,310.0,8,77.93,stl linehaul
132.0,49.0,220.0,8,70.72,stl linehaul
132.0,49.0,453.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,31.3,cargo plus ltd
132.0,49.0,469.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,19.76,cargo plus ltd
29.0,424.0,225.0,2,32.39,booth's transport (si) ltd
120.0,424.0,324.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,28.17,cargo plus ltd
139.0,49.0,49.0,2,21.4,cargo plus ltd
183.0,49.0,424.0,2,66.41,bascik transport
109.0,424.0,424.0,7,388.77,t&g transport
93.0,49.0,220.0,2,37.78,mainstream nz ltd
102.0,424.0,424.0,5,33.4,lk transport store rite logistics
139.0,49.0,49.0,5,30.6,cargo plus ltd
132.0,49.0,49.0,5,38.25,cargo plus ltd
87.0,424.0,424.0,5,13.4,lk transport store rite logistics
162.0,49.0,187.0,8,40.25,stl linehaul
95.0,424.0,49.0,2,63.36,bascik transport
150.0,49.0,424.0,2,61.39,bascik transport
15.0,245.0,245.0,5,30.0,t&g transport
173.0,424.0,49.0,2,170.16,bascik transport
132.0,49.0,49.0,8,44.51,cargo plus ltd
132.0,49.0,253.0,8,136.0,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
102.0,424.0,49.0,2,94.18,bascik transport
132.0,49.0,469.0,8,48.57,stl linehaul
132.0,49.0,469.0,8,47.16,stl linehaul
118.0,424.0,49.0,2,61.87,bascik transport
135.0,49.0,424.0,2,66.55,mainstream nz ltd
132.0,49.0,377.0,20,83.43,stl linehaul
68.0,49.0,469.0,8,179.47,stl linehaul
6.0,49.0,107.0,8,322.2,stl linehaul
104.0,49.0,453.0,9,161.94,halls refrigeration
139.0,49.0,49.0,5,54.02,cargo plus ltd
132.0,49.0,49.0,5,33.64,cargo plus ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
4.0,424.0,49.0,2,194.49,bascik transport
115.0,245.0,453.0,7,75.26,t&g transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,469.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,179.2,cargo plus ltd
109.0,424.0,281.0,7,259.18,t&g transport
63.0,178.0,70.0,2,106.49,bascik transport
183.0,49.0,424.0,2,59.69,bascik transport
102.0,424.0,86.0,2,43.73,booth's transport (si) ltd
113.0,49.0,310.0,2,494.78,mainstream nz ltd
183.0,49.0,424.0,2,61.88,bascik transport
113.0,49.0,501.0,8,56.5,stl linehaul
168.0,49.0,49.0,3,170.0,freightplus ltd
147.0,49.0,245.0,8,50.4,stl linehaul
147.0,49.0,245.0,8,30.0,booth's transport (si) ltd
187.0,49.0,424.0,8,51.91,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,49.0,49.0,5,19.56,cargo plus ltd
147.0,49.0,345.0,8,68.92,stl linehaul
153.0,424.0,215.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,23.81,cargo plus ltd
132.0,49.0,281.0,20,1133.0,stl linehaul
170.0,424.0,245.0,2,36.07,booth's transport (si) ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,310.0,8,48.57,stl linehaul
132.0,191.0,187.0,20,42.85,stl linehaul
132.0,49.0,49.0,5,36.38,cargo plus ltd
153.0,424.0,424.0,5,16.2,booth's transport (si) ltd
135.0,49.0,111.0,2,76.73,bascik transport
132.0,49.0,49.0,8,38.94,cargo plus ltd
162.0,49.0,191.0,8,34.61,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
27.0,424.0,49.0,2,130.85,bascik transport
166.0,424.0,49.0,2,124.31,linfox
43.0,49.0,453.0,2,25.0,mainstream nz ltd
132.0,49.0,49.0,5,22.68,cargo plus ltd
132.0,49.0,431.0,8,48.57,stl linehaul
116.0,424.0,86.0,2,113.94,booth's transport (si) ltd
102.0,424.0,86.0,2,30.0,booth's transport (si) ltd
183.0,49.0,281.0,2,57.73,bascik transport
6.0,424.0,49.0,2,97.66,bascik transport
64.0,49.0,424.0,2,69.51,bascik transport
179.0,49.0,281.0,2,32.91,mainstream nz ltd
162.0,49.0,221.0,8,37.55,stl linehaul
109.0,424.0,281.0,7,400.44,t&g transport
132.0,49.0,1.0,8,43.18,stl linehaul
179.0,49.0,414.0,8,73.59,stl linehaul
132.0,49.0,253.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
153.0,424.0,457.0,2,32.39,booth's transport (si) ltd
132.0,49.0,49.0,5,30.9,cargo plus ltd
102.0,424.0,424.0,5,23.81,lk transport store rite logistics
187.0,49.0,424.0,8,631.29,stl linehaul
4.0,281.0,49.0,2,34.44,mainstream nz ltd
109.0,424.0,281.0,7,533.92,t&g transport
36.0,424.0,491.0,8,212.5,stl linehaul
102.0,424.0,424.0,2,32.39,booth's transport (si) ltd
183.0,49.0,281.0,2,35.0,freightplus ltd
132.0,49.0,224.0,8,48.57,stl linehaul
187.0,49.0,424.0,8,50.4,stl linehaul
147.0,49.0,491.0,8,132.64,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,153.0,8,48.57,stl linehaul
6.0,49.0,424.0,2,67.81,bascik transport
132.0,49.0,224.0,8,79.55,stl linehaul
132.0,49.0,253.0,8,91.96,stl linehaul
71.0,49.0,453.0,2,55.74,stl linehaul
102.0,424.0,424.0,5,23.84,lk transport store rite logistics
115.0,245.0,424.0,7,72.1,t&g transport
109.0,424.0,281.0,7,533.92,t&g transport
132.0,49.0,453.0,8,237.48,stl linehaul
132.0,49.0,49.0,5,71.2,cargo plus ltd
102.0,424.0,424.0,5,23.81,lk transport store rite logistics
93.0,49.0,50.0,2,69.79,mainstream nz ltd
132.0,49.0,220.0,8,48.57,stl linehaul
179.0,49.0,253.0,2,85.28,mainstream nz ltd
102.0,424.0,424.0,5,23.81,lk transport store rite logistics
95.0,424.0,49.0,2,124.21,bascik transport
132.0,49.0,344.0,8,48.57,stl linehaul
132.0,49.0,153.0,8,61.69,stl linehaul
115.0,245.0,424.0,7,140.0,t&g transport
115.0,245.0,424.0,7,140.0,t&g transport
132.0,49.0,49.0,5,34.77,cargo plus ltd
48.0,49.0,424.0,2,254.24,bascik transport
187.0,49.0,253.0,8,46.06,stl linehaul
113.0,49.0,50.0,2,57.1,mainstream nz ltd
95.0,221.0,49.0,8,71.15,stl linehaul
182.0,49.0,424.0,2,491.2,bascik transport
187.0,49.0,424.0,8,51.91,stl linehaul
132.0,49.0,115.0,8,113.33,stl linehaul
6.0,49.0,86.0,2,698.87,bascik transport
132.0,49.0,445.0,8,43.18,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,191.0,164.0,20,168.48,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
179.0,49.0,249.0,2,57.39,mainstream nz ltd
69.0,49.0,424.0,6,1106.92,bascik transport
65.0,49.0,184.0,2,37.54,mainstream nz ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,49.0,58.0,8,59.37,stl linehaul
93.0,49.0,281.0,8,35.0,stl linehaul
4.0,281.0,49.0,2,132.83,mainstream nz ltd
13.0,271.0,424.0,4,301.11,bascik transport
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
113.0,49.0,310.0,8,46.5,stl linehaul
179.0,49.0,502.0,2,133.93,bascik transport
132.0,49.0,49.0,5,18.9,cargo plus ltd
187.0,49.0,424.0,8,694.32,stl linehaul
131.0,49.0,245.0,2,130.37,bascik transport
132.0,49.0,49.0,5,90.72,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,191.0,8,77.34,stl linehaul
162.0,49.0,424.0,8,83.43,stl linehaul
132.0,49.0,453.0,8,48.57,stl linehaul
139.0,49.0,49.0,5,30.6,cargo plus ltd
147.0,49.0,445.0,8,34.61,stl linehaul
103.0,424.0,424.0,5,23.87,combined freightlines
132.0,49.0,49.0,5,137.69,cargo plus ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
183.0,49.0,281.0,6,50.49,urgent couriers ltd
109.0,424.0,281.0,7,400.44,t&g transport
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
116.0,387.0,424.0,2,192.26,booth's transport (si) ltd
139.0,49.0,49.0,5,48.91,cargo plus ltd
109.0,424.0,281.0,7,388.77,t&g transport
153.0,424.0,245.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,166.9,cargo plus ltd
170.0,424.0,245.0,2,41.47,booth's transport (si) ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
114.0,381.0,191.0,2,211.04,mainstream nz ltd
157.0,49.0,280.0,2,68.05,bascik transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,191.0,377.0,20,30.9,stl linehaul
1.0,49.0,349.0,2,92.7,stl linehaul
147.0,49.0,395.0,8,34.61,stl linehaul
148.0,49.0,281.0,2,35.0,freightplus ltd
187.0,49.0,445.0,8,35.58,stl linehaul
132.0,49.0,1.0,8,75.2,stl linehaul
132.0,281.0,122.0,20,36.08,raglan carriers
131.0,49.0,187.0,2,272.74,mainstream nz ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
65.0,225.0,424.0,2,35.02,booth's transport (si) ltd
162.0,49.0,424.0,8,502.43,stl linehaul
139.0,49.0,49.0,5,61.19,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
103.0,86.0,424.0,6,36.08,booth's transport (si) ltd
170.0,49.0,245.0,2,141.43,bascik transport
132.0,49.0,49.0,8,34.77,cargo plus ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
132.0,49.0,453.0,8,48.57,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,23.67,cargo plus ltd
132.0,49.0,58.0,8,81.77,stl linehaul
69.0,49.0,187.0,2,37.27,mainstream nz ltd
116.0,424.0,424.0,5,23.81,lk transport store rite logistics
132.0,49.0,49.0,5,121.0,cargo plus ltd
132.0,49.0,453.0,8,47.16,stl linehaul
27.0,49.0,424.0,2,274.6,bascik transport
106.0,49.0,245.0,8,89.0,stl linehaul
106.0,49.0,245.0,8,33.65,booth's transport (si) ltd
132.0,49.0,115.0,8,47.16,stl linehaul
132.0,49.0,453.0,8,92.22,stl linehaul
147.0,49.0,1.0,8,38.27,stl linehaul
132.0,49.0,1.0,8,43.18,stl linehaul
123.0,49.0,424.0,8,75.09,stl linehaul
132.0,49.0,49.0,8,34.77,cargo plus ltd
132.0,49.0,220.0,8,47.16,stl linehaul
109.0,424.0,281.0,7,557.32,t&g transport
6.0,49.0,381.0,8,508.23,booth's transport (si) ltd
6.0,49.0,381.0,8,871.38,stl linehaul
132.0,49.0,115.0,8,61.98,stl linehaul
123.0,49.0,136.0,8,59.11,stl linehaul
187.0,453.0,49.0,8,34.61,stl linehaul
132.0,49.0,453.0,8,133.64,stl linehaul
93.0,49.0,494.0,8,44.1,stl linehaul
16.0,49.0,502.0,2,78.68,bascik transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,281.0,20,1133.0,stl linehaul
132.0,49.0,49.0,5,18.9,cargo plus ltd
134.0,80.0,178.0,2,82.7,bascik transport
23.0,49.0,49.0,5,30.0,freightplus ltd
132.0,49.0,218.0,8,58.6,stl linehaul
167.0,25.0,453.0,2,88.68,mainstream nz ltd
143.0,221.0,221.0,8,45.0,stl linehaul
187.0,49.0,253.0,8,106.73,stl linehaul
71.0,49.0,245.0,2,68.23,bascik transport
98.0,49.0,453.0,8,120.13,stl linehaul
69.0,49.0,187.0,2,56.47,mainstream nz ltd
126.0,424.0,49.0,2,118.57,bascik transport
187.0,49.0,221.0,8,34.61,stl linehaul
132.0,49.0,203.0,8,48.57,stl linehaul
153.0,424.0,245.0,2,30.0,booth's transport (si) ltd
111.0,49.0,424.0,2,100.37,bascik transport
132.0,49.0,49.0,5,25.32,cargo plus ltd
153.0,424.0,424.0,5,15.0,booth's transport (si) ltd
93.0,49.0,281.0,8,438.88,freightplus ltd
116.0,424.0,424.0,5,27.4,lk transport store rite logistics
132.0,49.0,220.0,8,48.57,stl linehaul
16.0,424.0,424.0,5,14.07,lk transport store rite logistics
132.0,49.0,253.0,8,116.57,stl linehaul
132.0,49.0,445.0,8,48.57,stl linehaul
104.0,49.0,431.0,9,191.7,halls refrigeration
132.0,49.0,49.0,8,34.77,cargo plus ltd
187.0,49.0,424.0,8,634.06,stl linehaul
115.0,245.0,424.0,7,72.1,t&g transport
132.0,49.0,281.0,20,1133.0,stl linehaul
66.0,453.0,424.0,2,317.88,mainstream nz ltd
29.0,49.0,52.0,4,550.0,stl linehaul
153.0,424.0,424.0,5,22.68,lk transport store rite logistics
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,50.0,16,990.0,freightplus ltd
132.0,49.0,281.0,8,31.44,stl linehaul
132.0,49.0,49.0,5,23.47,cargo plus ltd
187.0,49.0,453.0,8,133.61,stl linehaul
132.0,49.0,49.0,5,34.77,cargo plus ltd
102.0,424.0,424.0,2,13.4,lk transport store rite logistics
187.0,49.0,453.0,8,56.92,stl linehaul
102.0,424.0,424.0,5,22.68,lk transport store rite logistics
150.0,49.0,424.0,2,57.73,bascik transport
132.0,49.0,220.0,8,138.08,stl linehaul
148.0,191.0,49.0,8,63.2,stl linehaul
132.0,49.0,49.0,8,34.77,cargo plus ltd
132.0,49.0,49.0,5,99.09,cargo plus ltd
102.0,424.0,424.0,5,23.81,lk transport store rite logistics
132.0,49.0,445.0,8,48.57,stl linehaul
170.0,49.0,424.0,2,59.54,bascik transport
106.0,49.0,225.0,8,108.0,stl linehaul
132.0,49.0,1.0,8,41.92,stl linehaul
1.0,49.0,253.0,2,33.11,mainstream nz ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,453.0,8,48.57,stl linehaul
162.0,49.0,220.0,8,44.1,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
167.0,25.0,245.0,2,107.96,mainstream nz ltd
132.0,49.0,49.0,5,55.63,cargo plus ltd
183.0,49.0,474.0,2,29.67,combined logistics ltd
186.0,49.0,245.0,2,76.58,bascik transport
155.0,49.0,49.0,5,19.56,cargo plus ltd
94.0,49.0,245.0,2,68.05,bascik transport
157.0,49.0,445.0,2,33.0,mainstream nz ltd
132.0,49.0,49.0,5,34.77,cargo plus ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
134.0,49.0,363.0,8,59.48,stl linehaul
132.0,49.0,49.0,5,19.56,cargo plus ltd
65.0,434.0,424.0,2,32.39,booth's transport (si) ltd
132.0,49.0,49.0,5,56.7,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
123.0,49.0,254.0,8,59.48,stl linehaul
167.0,25.0,281.0,2,58.0,mainstream nz ltd
132.0,49.0,453.0,8,48.57,stl linehaul
167.0,25.0,245.0,2,82.7,bascik transport
160.0,49.0,414.0,2,23.45,mainstream nz ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,32.47,cargo plus ltd
97.0,49.0,281.0,2,296.92,freightplus ltd
123.0,49.0,16.0,8,57.7,stl linehaul
182.0,49.0,191.0,8,102.46,stl linehaul
132.0,49.0,203.0,8,48.57,stl linehaul
132.0,49.0,445.0,8,43.18,stl linehaul
132.0,49.0,469.0,8,70.65,stl linehaul
153.0,424.0,225.0,2,69.16,booth's transport (si) ltd
116.0,424.0,424.0,5,76.37,lk transport store rite logistics
93.0,49.0,49.0,5,16.3,cargo plus ltd
132.0,49.0,453.0,8,76.66,stl linehaul
132.0,49.0,115.0,8,48.57,stl linehaul
182.0,49.0,424.0,2,136.66,bascik transport
150.0,49.0,424.0,2,67.81,bascik transport
132.0,49.0,344.0,8,48.57,stl linehaul
132.0,191.0,164.0,20,27.81,stl linehaul
132.0,49.0,49.0,5,30.0,freightplus ltd
115.0,424.0,245.0,7,72.1,t&g transport
132.0,191.0,187.0,20,111.24,stl linehaul
153.0,424.0,80.0,2,32.39,booth's transport (si) ltd
183.0,49.0,281.0,2,35.25,urgent couriers ltd
115.0,424.0,245.0,7,140.0,t&g transport
132.0,49.0,49.0,5,19.56,cargo plus ltd
183.0,49.0,424.0,2,67.53,bascik transport
132.0,49.0,253.0,8,48.57,stl linehaul
116.0,424.0,424.0,5,32.83,lk transport store rite logistics
132.0,49.0,344.0,8,47.16,stl linehaul
167.0,25.0,50.0,2,39.9,mainstream nz ltd
93.0,49.0,49.0,5,16.3,cargo plus ltd
132.0,49.0,281.0,20,1133.0,stl linehaul
183.0,49.0,281.0,2,35.0,freightplus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,49.0,5,46.94,cargo plus ltd
132.0,49.0,49.0,5,19.56,cargo plus ltd
132.0,49.0,50.0,16,990.0,freightplus ltd
161.0,49.0,424.0,2,193.5,bascik transport
132.0,49.0,58.0,8,71.73,stl linehaul
71.0,49.0,86.0,2,393.36,bascik transport
132.0,49.0,49.0,5,37.55,cargo plus ltd
132.0,49.0,224.0,8,67.09,stl linehaul
182.0,281.0,49.0,8,461.16,stl linehaul
132.0,49.0,220.0,8,207.12,stl linehaul
153.0,424.0,305.0,2,72.94,booth's transport (si) ltd
132.0,49.0,224.0,8,47.16,stl linehaul
140.0,49.0,253.0,8,34.61,stl linehaul
